"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"34","I liked a @YouTube video Top 5 Version Exclusive Pokemon In Ultra Sun and Moon w/DoubleDark",FALSE,0,NA,2017-12-16 21:12:54,FALSE,NA,"942140501347717120",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Jaz_Plays",0,FALSE,FALSE,NA,NA
"35","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 21:11:53,FALSE,NA,"942140245511991296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GlitchDragonite",14,TRUE,FALSE,NA,NA
"36","Honestly at this point I think I'm gonna hold off on doing my Jak marathon until January. Not in the right mindset ",FALSE,0,"NefariousLombax",2017-12-16 21:10:01,TRUE,"942139775645044736","942139777914155008","3188501056","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NefariousLombax",0,FALSE,FALSE,NA,NA
"37","I liked a @YouTube video MY HEART STOPPED - Pokmon ULTRA Sun &amp; Moon RANDOMIZER Nuzlocke Episode 11!",FALSE,0,NA,2017-12-16 21:09:20,FALSE,NA,"942139605591187457",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Arkundra",0,FALSE,FALSE,NA,NA
"38","I liked a @YouTube video Opening A Pokemon Ultra Sun Booster Box Part 2",FALSE,0,NA,2017-12-16 21:06:22,FALSE,NA,"942138859109961730",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Chimah7",0,FALSE,FALSE,NA,NA
"39","I liked a @YouTube video ""MOET CANT LOSE"" Pokemon Ultra Sun &amp; Moon! Partners in Crime Showdown Live",FALSE,0,NA,2017-12-16 21:05:34,FALSE,NA,"942138656797667328",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","SralHcirlu",0,FALSE,FALSE,NA,NA
"40","I liked a @YouTube video ""MOET CANT LOSE"" Pokemon Ultra Sun &amp; Moon! Partners in Crime Showdown Live",FALSE,0,NA,2017-12-16 21:05:19,FALSE,NA,"942138591697915911",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","chefsaber21",0,FALSE,FALSE,NA,NA
"41","I liked a @YouTube video Mewmore / 'Battle! Ghetsis' (Remix) from Pokmon Ultra Sun &amp; Ultra Moon",FALSE,0,NA,2017-12-16 21:03:13,FALSE,NA,"942138067107934209",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Cynchronyze_",0,FALSE,FALSE,NA,NA
"42","I liked a @YouTube video LIVE SHINY GUZZLORD &amp; SHINY XURKITREE HUNTING! Pokemon Ultra Sun &amp; Moon Shiny Hunting",FALSE,0,NA,2017-12-16 21:03:02,FALSE,NA,"942138018919567368",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","percussionajam1",0,FALSE,FALSE,NA,NA
"43","I liked a @YouTube video Pokemon Ultra Sun and Moon: Part 22 - Diglett's Tunnel! [100% Walkthrough]",FALSE,0,NA,2017-12-16 21:01:49,FALSE,NA,"942137714819903494",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ZedaMoon",0,FALSE,FALSE,NA,NA
"44","RT @AuSLoveTwitch: GIVEAWAY - PIKACHU EDITION - New Nintendo 3DS XL &amp; Pokemon Ultra Sun and Ultra Moon

Retweet and Click The Link To Join:",FALSE,0,NA,2017-12-16 20:59:34,FALSE,NA,"942137147661762560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamnotgaylol69",1003,TRUE,FALSE,NA,NA
"45","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:59:34,FALSE,NA,"942137145984249856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Marvin01994",14,TRUE,FALSE,NA,NA
"46","RT @rogueslanding: I liked a @YouTube video DISCO BOI BLACEPHALON! - Pokemon Ultra Sun &amp; Ultra Moon Wifi Battle #2:",FALSE,0,NA,2017-12-16 20:58:16,FALSE,NA,"942136821407997953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RecklessBat_",1,TRUE,FALSE,NA,NA
"47","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:57:38,FALSE,NA,"942136661345030144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EtanSK",14,TRUE,FALSE,NA,NA
"48","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:57:16,FALSE,NA,"942136565882654720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CKLIsOnFire",14,TRUE,FALSE,NA,NA
"49","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:56:48,FALSE,NA,"942136448928616450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeyBoy575",14,TRUE,FALSE,NA,NA
"50","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:56:40,FALSE,NA,"942136417219760129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aDrive_tK",14,TRUE,FALSE,NA,NA
"51","I liked a @YouTube video Top 10 HARDEST Pokemon To Evolve in Pokemon Ultra Sun and Ultra Moon",FALSE,0,NA,2017-12-16 20:55:40,FALSE,NA,"942136164215148545",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","krissysmilzes",0,FALSE,FALSE,NA,NA
"52","I liked a @YouTube video POKEMON ULTRA SUN AND MOON - WHAT AWAITS US NEXT?! - LET'S PLAY - WALKTHROUGH",FALSE,0,NA,2017-12-16 20:55:00,FALSE,NA,"942135997575454722",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","KarmasDebt",0,FALSE,FALSE,NA,NA
"53","I liked a @YouTube video How to Get 3 Starters in Pokemon Ultra Sun &amp; Moon | Austin John Plays",FALSE,0,NA,2017-12-16 20:53:55,FALSE,NA,"942135723104272384",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","CommanderGuido",0,FALSE,FALSE,NA,NA
"54","Pokemon Ultra Sun and Ultra Moon Wifi-Battle | Shiny Giveaway!: via @YouTube",FALSE,0,NA,2017-12-16 20:53:39,FALSE,NA,"942135656268161024",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","DerpyPearly",0,FALSE,FALSE,NA,NA
"55","pokemon sun and moon / ultra shiny givaway / battle: via @YouTube",FALSE,0,NA,2017-12-16 20:50:33,FALSE,NA,"942134875989127168",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","championora",0,FALSE,FALSE,NA,NA
"56","I haven't been back to Pokmon Ultra Sun in a bit because frankly it's straight boring if you played Sun and Moon p ",FALSE,2,NA,2017-12-16 20:47:57,TRUE,NA,"942134222042443777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nationalvanthem",0,FALSE,FALSE,NA,NA
"57","I liked a @YouTube video ""THIS IS COMPLETELY DIFFERENT!"" Pokemon Ultra Sun Let's Play Ep. 29",FALSE,0,NA,2017-12-16 20:47:30,FALSE,NA,"942134109228367872",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","NoivernNation",0,FALSE,FALSE,NA,NA
"58","RT @AuSLoveTwitch: GIVEAWAY - PIKACHU EDITION - New Nintendo 3DS XL &amp; Pokemon Ultra Sun and Ultra Moon

Retweet and Click The Link To Join:",FALSE,0,NA,2017-12-16 20:47:27,FALSE,NA,"942134096297312256",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","NoCrits",1003,TRUE,FALSE,NA,NA
"59","I liked a @YouTube video Top 5 STRONGEST Ultra Beasts in Pokemon Ultra Sun and Pokemon Ultra Moon",FALSE,0,NA,2017-12-16 20:43:45,FALSE,NA,"942133165413621760",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","OhPokemonMaster",0,FALSE,FALSE,NA,NA
"60","I added a video to a @YouTube playlist INSANE SHINY REGISTEEL REACTION! POKEMON ULTRA SUN AND MOON SHINY",FALSE,0,NA,2017-12-16 20:40:32,FALSE,NA,"942132358924460032",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","BlitzRevolt",0,FALSE,FALSE,NA,NA
"61","Someone named Kate on Link Trade on Ultra Sun has traded me 20+ shiny Legendary and non-Legendary Japanese Pokemon ",FALSE,0,NA,2017-12-16 20:40:31,TRUE,NA,"942132351940698112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mewnuz",0,FALSE,FALSE,NA,NA
"62","I liked a @YouTube video How to Evolve Charjabug into Vikavolt in Pokmon Ultra Sun and Moon",FALSE,0,NA,2017-12-16 20:39:33,FALSE,NA,"942132109438832641",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","OhPokemonMaster",0,FALSE,FALSE,NA,NA
"63","I liked a @YouTube video ALL TM LOCATIONS In POKEMON ULTRA SUN AND MOON! Where to Find all Technical Machines",FALSE,0,NA,2017-12-16 20:37:56,FALSE,NA,"942131704109682695",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","OhPokemonMaster",0,FALSE,FALSE,NA,NA
"64","I liked a @YouTube video How to Get Earthquake Location  Pokemon Ultra Sun and Moon TM 26 Earthquake",FALSE,0,NA,2017-12-16 20:37:42,FALSE,NA,"942131642365300736",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","OhPokemonMaster",0,FALSE,FALSE,NA,NA
"65","I liked a @YouTube video Opening A Pokemon Ultra Sun Booster Box Part 1",FALSE,0,NA,2017-12-16 20:37:11,FALSE,NA,"942131512258039808",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Miori791Brad",0,FALSE,FALSE,NA,NA
"66","RT @AuSLoveTwitch: GIVEAWAY - PIKACHU EDITION - New Nintendo 3DS XL &amp; Pokemon Ultra Sun and Ultra Moon

Retweet and Click The Link To Join:",FALSE,0,NA,2017-12-16 20:35:58,FALSE,NA,"942131206795218944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChaosKingYami",1003,TRUE,FALSE,NA,NA
"67","RT @AuSLoveTwitch: GIVEAWAY - PIKACHU EDITION - New Nintendo 3DS XL &amp; Pokemon Ultra Sun and Ultra Moon

Retweet and Click The Link To Join:",FALSE,0,NA,2017-12-16 20:34:52,FALSE,NA,"942130930243854336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","itchy_tv",1003,TRUE,FALSE,NA,NA
"68","I liked a @YouTube video 10 Reasons Pokemon Ultra Sun And Ultra Moon Are Better Than Pokemon Sun And Moon",FALSE,0,NA,2017-12-16 20:34:41,FALSE,NA,"942130885159215104",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","percussionajam1",0,FALSE,FALSE,NA,NA
"69","RT @AuSLoveTwitch: GIVEAWAY - PIKACHU EDITION - New Nintendo 3DS XL &amp; Pokemon Ultra Sun and Ultra Moon

Retweet and Click The Link To Join:",FALSE,0,NA,2017-12-16 20:33:57,FALSE,NA,"942130701796888576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Briman242",1003,TRUE,FALSE,NA,NA
"70","Hau's Battle Theme - Pokemon Ultra Sun and Ultra Moon OST: via @YouTube",FALSE,0,NA,2017-12-16 20:33:57,FALSE,NA,"942130699926147072",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","TheSillyjake",0,FALSE,FALSE,NA,NA
"71","I added a video to a @YouTube playlist Lets Play ~ Pokemon Ultra Sun ~ (EP#2) ~ How to Stuff and Rotom",FALSE,0,NA,2017-12-16 20:33:55,FALSE,NA,"942130690006667266",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","PK_MRRD_24",0,FALSE,FALSE,NA,NA
"72","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:33:48,FALSE,NA,"942130663142117376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BostonIsPicked",14,TRUE,FALSE,NA,NA
"73","Ik vind een @YouTube-video leuk: POKEMON ULTRA SUN AND MOON BREEDING GUIDE - How to Breed Perfect IV Pokemon",FALSE,0,NA,2017-12-16 20:33:34,FALSE,NA,"942130601695547392",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","TobiasDoesETS2",0,FALSE,FALSE,NA,NA
"74","10 Reasons Pokemon Ultra Sun And Ultra Moon Are Better Than Pokemon Sun And Moon: via @YouTube",FALSE,7,NA,2017-12-16 20:30:40,FALSE,NA,"942129873157545984",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","HDvee",0,FALSE,FALSE,NA,NA
"75","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:29:35,FALSE,NA,"942129601916166144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The8thHawk",14,TRUE,FALSE,NA,NA
"76","I liked a @YouTube video Pokemon Ultra Sun and Ultra Moon - How To Date Nurse Joy",FALSE,0,NA,2017-12-16 20:29:15,FALSE,NA,"942129518772408321",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ElecTails3",0,FALSE,FALSE,NA,NA
"77","Decided to finally tackle the league on pokemon ultra sun, seeing as I have fuck all else to do because of some of ",FALSE,0,NA,2017-12-16 20:29:06,TRUE,NA,"942129477584289792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whatwouldolzdo",0,FALSE,FALSE,NA,NA
"78","I liked a @YouTube video Opening A Pokemon Ultra Sun Booster Box Part 2",FALSE,0,NA,2017-12-16 20:28:49,FALSE,NA,"942129408692899841",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Miori791Brad",0,FALSE,FALSE,NA,NA
"79","I liked a @YouTube video Pokemon Ultra Sun &amp; Moon Moon Lets Play W Roxas the Torterra! Ep 13 THE 4TH TRIAL",FALSE,0,NA,2017-12-16 20:28:08,FALSE,NA,"942129235807952901",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","RoxasDTorterra",0,FALSE,FALSE,NA,NA
"80","Join @CrimsonCBAD as he celebrates his 1 year @Twitch Partner Anniversary!  2x Shiny Hunting in Pokmon Ultra Sun ",FALSE,0,NA,2017-12-16 20:27:04,TRUE,NA,"942128967267639297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thebryan_85",0,FALSE,FALSE,NA,NA
"81","I liked a @YouTube video Necrozma, Origin of Z-Crystals Cutscene - Pokmon Ultra Sun and Moon",FALSE,0,NA,2017-12-16 20:25:54,FALSE,NA,"942128675297914882",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","InklingMario",0,FALSE,FALSE,NA,NA
"82","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:25:12,FALSE,NA,"942128498231185410",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Silent_TheOne",14,TRUE,FALSE,NA,NA
"83","RT @NerdOutMusic: Pokemon Song | Be The Best | #NerdOut ft aDrive, Shofu &amp; Matt Houston (Pokemon Ultra Sun &amp; Moon): ",FALSE,0,NA,2017-12-16 20:24:43,FALSE,NA,"942128375941955584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_OrthoGod",14,TRUE,FALSE,NA,NA
